product_name,category,normal_price,discount_price,reviews_count,rating,discount%,weighted_average
Solgar L-Carnitine 500mg 30tabs,"['Αμινοξέα', 'Λιποδιαλύτες', 'Ενέργεια', 'Λιποδιαλύτες για Κάψιμο Λίπους', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Ενέργεια & Τόνωση', 'Χοληστερίνη - Τριγλυκερίδια', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",41.95,27.69,0,0.0,0.34,0.0
Solgar MSM 1000mg 60 tabs,"['Αντιοξειδωτικά', 'Οστά - Αρθρώσεις', 'Αποτοξίνωση Οργανισμού', 'Βιταμίνες Κατάλληλες για Vegan']",22.95,15.61,3,5.0,0.32,4.2
Solgar MenoPrime 30 Mini Tablets,"['Εμμηνόπαυση', 'Συμπληρώματα Διατροφής για την Γυναίκα', 'Βιταμίνες Κατάλληλες για Vegan']",32.95,22.41,1,4.0,0.32,2.8
Solgar Norwegian Cod Liver Oil 100 softgels,"['Ω-3 Λιπαρά Οξέα', 'Μουρουνέλαιο']",16.95,11.53,1,5.0,0.32,3.4
Solgar Omega-3 Triple Strength 50 softgels,"['Μνήμη - Εγκέφαλος', 'Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια', 'Ημικρανίες', 'Ω-3 Λιπαρά Οξέα']",46.45,31.59,7,5.0,0.32,5.800000000000001
Solgar Potassium Food Supplement 100tabs,"['Κάλιο', 'Καρδιά - Φλέβες - Αγγεία', 'Βιταμίνες Κατάλληλες για Vegan']",19.46,13.23,1,5.0,0.32,3.4
Solgar Resveratrol 250mg 30 softgels,"['Αντιοξειδωτικά', 'Καρδιά - Φλέβες - Αγγεία', 'Βιταμίνες Κατάλληλες για Vegan']",44.95,30.57,1,5.0,0.32,3.4
Solgar Saw Palmetto Berries 100veg.caps,"['Saw Palmetto - Σάο Παλμέτο', 'Προστάτης', 'Βιταμίνες Κατάλληλες για Vegan']",44.45,30.23,0,0.0,0.32,0.0
Solgar Selenium 100μg 100tabs,"['Σελήνιο', 'Αντιοξειδωτικά', 'Βιταμίνες Κατάλληλες για Vegan']",20.96,14.25,2,5.0,0.32,3.8
Solgar Sfp Cat’s Claw Inner Bark Extract 60veg.caps,"['Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Διάφορα', 'Αλλεργίες', 'Βιταμίνες Κατάλληλες για Vegan']",39.44,25.64,0,0.0,0.35,0.0
Solgar Sfp Ginger Root 60veg.caps,"['Ginger - Τζίντζερ', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan', 'Πεπτικά Ένζυμα - Υγιές Πεπτικό']",33.46,21.74,0,0.0,0.35,0.0
Solgar Sfp Gingko Biloba Leaf Extract 60veg.caps,"['Gingko Biloba - Τζίνγκο Μπιλόμπα', 'Μνήμη - Εγκέφαλος', 'Κατάθλιψη', 'Βιταμίνες Κατάλληλες για Vegan']",42.95,29.21,0,0.0,0.32,0.0
Solgar Sfp Green Tea Leaf Extract 60veg.caps,"['Πράσινο Τσάι', 'Πράσινο Τσάι', 'Βιταμίνες Κατάλληλες για Vegan']",30.95,21.05,0,0.0,0.32,0.0
Solgar Sfp Milk Thistle Herb Extract 60veg.caps,"['MilkThistle - Γαϊδουράγκαθο', 'Προστασία Ήπατος', 'Αποτοξίνωση Οργανισμού', 'Βιταμίνες Κατάλληλες για Vegan']",39.44,26.43,0,0.0,0.33,0.0
Solgar Sfp Rhodiola Root Extract 60veg.caps,"['Ενέργεια', 'Rhodiola - Ροδιόλα', 'Μνήμη - Εγκέφαλος', 'Κόπωση & Κούραση', 'Κατάθλιψη', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",42.95,27.92,1,5.0,0.35,3.4
"Solgar Spirulina 750mg Συμπλήρωμα Διατροφής για την Ενίσχυση του Οργανισμού, Πλούσιο σε Πρωτεΐνες 80caps","['Σπιρουλίνα', 'Υπερτροφές', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",33.95,23.09,0,0.0,0.32,0.0
Solgar Standardised Turmeric Root Extract 60veg.caps,"['Αντιοξειδωτικά', 'Αποτοξίνωση Οργανισμού', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan']",35.45,23.04,2,5.0,0.35,3.8
Solgar Tonalin Cla 60 softgels,"['Λιποδιαλύτες', 'Λιποδιαλύτες για Κάψιμο Λίπους']",48.96,32.8,5,4.2,0.33,4.52
Solgar U Cubes Children's MultiVitamin & Mineral 60 gummies,"['Ενίσχυση Ανοσοποιητικού για Παιδιά', 'Back to School', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής', 'Βιταμίνες Κατάλληλες για Vegetarian']",23.45,15.24,4,5.0,0.35,4.6
Solgar Ultimate B+C Complex 30tabs,"['Άγχος - Στρες', 'Βιταμίνες Κατάλληλες για Vegan']",20.96,13.62,1,4.0,0.35,2.8
Solgar Ultimate B+C Complex 90tabs,"['Άγχος - Στρες', 'Βιταμίνες Κατάλληλες για Vegan']",47.45,21.31,1,4.0,0.55,2.8
Solgar Valerian Root 100veg.caps,"['Βαλεριάνα', 'Άγχος - Στρες', 'Αϋπνία', 'Βιταμίνες Κατάλληλες για Vegan']",27.95,19.01,1,5.0,0.32,3.4
Solgar Vision Guard Plus 60veg.caps,['Τόνωση Οφθαλμών'],48.96,32.31,0,0.0,0.34,0.0
"Solgar Vitamin C with Rose Hips 1500mg, 90veg.caps","['Βιταμίνη C - Κάψουλες', 'Rose hip - Αγριοτριανταφυλλιά', 'Βιταμίνη C', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Αποτοξίνωση Οργανισμού', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",32.45,21.74,0,0.0,0.33,0.0
Solgar Vitamin D3 2200 iu 100caps,"['Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Ανοσοποιητικό', 'Γερά Δόντια', 'Βιταμίνες Κατάλληλες για Vegetarian']",35.95,23.73,12,4.9,0.34,7.74
Solgar Wild Alaskan Full Spectrum Omega 120 softgels,"['Μνήμη - Εγκέφαλος', 'Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια', 'Ω-3 Λιπαρά Οξέα']",52.45,35.67,1,5.0,0.32,3.4
Aboca NeoBianacid 45tabs,"['Γαστρεντερικό Σύστημα', 'Πεπτικά Ένζυμα - Υγιές Πεπτικό']",17.7,13.1,1,5.0,0.26,3.4
AgPharm Πόσιμη Aloe Vera Εμπλουτισμένη με Φυσική Μαστίχα Χίου 500ml,"['Αλόη - Aloe Vera', 'Αντιοξειδωτικά']",9.35,7.85,0,0.0,0.16,0.0
AgPharm Melatonin Spray Food Supplement 30ml,['Αϋπνία'],10.02,8.02,0,0.0,0.2,0.0
Cannalab Organics Premium Full Spectrum Hemp Extract (CBD Oil 10%) 10ml,"['Βιταμίνες Κατάλληλες για Vegan', 'CBD Oil - Λάδι Κάνναβης']",42.0,32.34,0,0.0,0.23,0.0
Cannalab Organics Premium Full Spectrum Hemp Extract (CBD Oil 5%) 10ml,"['Βιταμίνες Κατάλληλες για Vegan', 'CBD Oil - Λάδι Κάνναβης']",23.89,16.73,0,0.0,0.3,0.0
Doctor's Formulas D-Mannose 30caps,['Ουροποιητικό'],,15.0,0,0.0,,0.0
"Doctor's Formulas Mag 200mg & B6 12,5mg Formula 60caps","['Μαγνήσιο', 'Άγχος - Στρες', 'Κόπωση & Κούραση', 'Ημικρανίες', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνη B6']",15.82,10.6,0,0.0,0.33,0.0
Doctor's Formulas Magnesium Gluconate 100mg 225ml,"['Μαγνήσιο', 'Άγχος - Στρες', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Κόπωση & Κούραση', 'Ημικρανίες', 'Βιταμίνες Κατάλληλες για Vegan']",36.91,25.47,0,0.0,0.31,0.0
Doctor's Formulas Nanofer 15mg Food Supplement 300ml,"['Σίδηρος', 'Κόπωση & Κούραση', 'Βιταμίνες Κατάλληλες για Vegan']",21.09,14.13,0,0.0,0.33,0.0
Dr. Wolz Sleep & Relax Duo 60caps,"['Αϋπνία', 'Βιταμίνες Κατάλληλες για Vegan']",43.9,21.95,0,0.0,0.5,0.0
Epsilon Health Urolyt 14caps,"['Cranberry - Κράνμπερι', 'Ουροποιητικό']",13.7,6.85,0,0.0,0.5,0.0
Frezyderm Prodilac Easy 30 Φακελάκια,"['Ωτικά-Ρινικά-Οφθαλμολογικά Προϊόντα', 'Βιταμίνες 50+', 'Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Άγχος - Στρες', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Δυσκοιλιότητα', 'Εμμηνόπαυση', 'Γαστρεντερικό Σύστημα', 'Αντιφλεγμονώδη Συμπληρώματα']",20.75,14.08,1,5.0,0.32,3.4
Health Aid A to Z Iodine & Iron Free 30tabs,"['Πολυβιταμίνες σε Κάψουλες', 'Βιταμίνες 50+', 'Πολυβιταμίνες', 'Δυσκοιλιότητα', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Συμπληρώματα για το Στομάχι']",15.5,9.77,0,0.0,0.37,0.0
Lift Gluco Fast Acting Glucose 10 Chew.tabs - Rasberry,['Διαβήτης'],2.43,2.19,0,0.0,0.1,0.0
Lift Gluco Fast Acting Glucose 50 Chew.tabs - Orange,['Διαβήτης'],,8.16,0,0.0,,0.0
Lift Gluco Fast Acting Glucose 50 Chew.tabs - Rasberry,['Διαβήτης'],,8.16,0,0.0,,0.0
Now Foods L-Carnitine 250mg Fitness Support 60veg.caps,"['Αμινοξέα', 'Καρδιά - Φλέβες - Αγγεία', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",37.1,12.98,0,0.0,0.65,0.0
"Power of Nature B-Complex Nervous System & Energy, Stevia with Apple Flavor 20 Effer.tabs","['Άγχος - Στρες', 'Κόπωση & Κούραση', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνες με Stevia', 'B Complex']",14.9,8.2,0,0.0,0.45,0.0
Prolife Enzimi 30caps,"['Βιταμίνη Β', 'Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα', 'Βιταμίνη Β12', 'Βιταμίνη B6', 'Πεπτικά Ένζυμα - Υγιές Πεπτικό']",14.25,9.97,0,0.0,0.3,0.0
Solgar Advanced Acidophilus Plus 120veg.caps,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan', 'Σύνδρομο Ευερέθιστου Εντέρου']",39.95,27.17,0,0.0,0.32,0.0
Solgar Advanced Multi-Billion Dophilus 60veg.caps,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan', 'Σύνδρομο Ευερέθιστου Εντέρου']",45.45,30.91,4,5.0,0.32,4.6
Solgar Earth Source Koji Zinc 25mg Food Supplement 30veg.caps,"['Ψευδάργυρος', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνες Κατάλληλες για Vegetarian']",22.95,15.61,0,0.0,0.32,0.0
Solgar Omega-3 Fish Gel 740mg 50 Softgels,"['Μνήμη - Εγκέφαλος', 'Τόνωση Οφθαλμών', 'Καρδιά - Φλέβες - Αγγεία', 'Ω-3 Λιπαρά Οξέα']",43.45,28.68,0,0.0,0.34,0.0
Solgar Ultimate Calm Daily Support 30caps,"['Άγχος - Στρες', 'Κατάθλιψη', 'Βιταμίνες Κατάλληλες για Vegan']",36.95,24.02,0,0.0,0.35,0.0
Solgar Ultimate Calm 30tabs,"['Άγχος - Στρες', 'Βιταμίνες Κατάλληλες για Vegetarian']",49.95,32.47,0,0.0,0.35,0.0
Solgar Vegan Vitamin D3 1000 IU Food Supplement 60softgels,"['Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Γερά Δόντια', 'Βιταμίνες Κατάλληλες για Vegan']",19.95,13.57,0,0.0,0.32,0.0
UltraMag Oro 30 Disp.Sachets,"['Μαγνήσιο', 'Οστά - Αρθρώσεις', 'Αϋπνία', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Κατάθλιψη']",19.0,7.6,0,0.0,0.6,0.0
"Wish Bars Cereals, Nuts & Tahini Μπάρα Υγιεινής Διατροφής Χωρίς Ζάχαρη με Δημητριακά, Ξηρούς Καρπούς & Ταχίνι 25g","['Προϊόντα για Αθλητές', 'Προϊόντα Διατροφής', 'Μαραθώνιος']",0.73,0.62,0,0.0,0.15,0.0
Altion Tonovit Senior Ενισχυμένη Πολυβιταμίνη για Σωματική & Πνευματική Τόνωση για Ηλικίες άνω των 50 Ετών 40caps,"['Βιταμίνες 50+', 'Πολυβιταμίνες', 'Ανοσοποιητικό', 'Μνήμη - Εγκέφαλος', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",24.27,15.05,0,0.0,0.38,0.0
Anderson Final Sprint Almond Bars Κατασκευασμένη Από Αμύγδαλα Με Μαλτοδεξτρίνη Και Πρωτεΐνες Σόγιας 40gr,"['Ενέργεια', 'Μαραθώνιος']",1.75,1.4,1,5.0,0.2,3.4
Anderson Quantum 8.0 Πρωτείνη Ορού Γάλακτος W.P.C. Συμπυκνωμένη 800g,['Πρωτεϊνη'],43.8,35.04,0,0.0,0.2,0.0
Apipharm Πακέτο Προσφοράς Πρόπολη 405mg 30caps & Βασιλικός Πολτός 100% Φυσικός 10gr Promo -50%,"['Βιταμίνες 1+1', 'Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Βασιλικός Πολτός', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",31.55,10.09,0,0.0,0.68,0.0
Apipharm Πακέτο Προσφοράς Πρόπολη Forte 38mg 30ml & Βασιλικός Πολτός 100% Φυσικός 10gr Promo -50%,"['Βιταμίνες 1+1', 'Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Βασιλικός Πολτός', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",34.88,11.16,0,0.0,0.68,0.0
Bio-Kult Advanced Multi-Strain Formula Προβιοτική Πολυδύναμη για τη Διατήρηση της υγείας του Πεπτικού Συστήματος 30caps,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα']",17.91,11.28,1,4.0,0.37,2.8
Bio-Kult Advanced Multi-Strain Formula Προβιοτικό Συμπλήρωμα για την Υγεία του Γαστρεντερικού Με 14 Είδη Φιλικών Βακτηρίων 60cap,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα']",30.4,22.8,1,5.0,0.25,3.4
Bio-Kult Pro-Cyan Τριπλή Σύνθεση με Cranberry η Οποία Βοηθάει στη Διατήρηση της Καλής Υγείας του Ουροποιητικού 45caps,"['Cranberry - Κράνμπερι', 'Ουροποιητικό']",31.6,11.06,1,5.0,0.65,3.4
Bio-Kult Probiotic Multi-Strain Formula Προβιοτικό Συμπλήρωμα Για Την Υγεία Του Γαστρεντερικού 15caps,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα']",9.7,4.85,1,5.0,0.5,3.4
Centrum Complete A to Zinc 30tabs,"['Πολυβιταμίνες', 'Ανοσοποιητικό', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",14.2,9.94,3,5.0,0.3,4.2
Centrum Women A to Zinc 30tabs,"['Πολυβιταμίνες', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Ενέργεια & Τόνωση', 'Μαλλιά - Νύχια - Δέρμα', 'Συμπληρώματα Διατροφής για την Γυναίκα', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες για Τριχόπτωση']",17.0,11.9,22,5.0,0.3,11.8
Chewy Vites Adults Multivitamin Complex 60 Ζελεδάκια,"['Πολυβιταμίνες σε Κάψουλες', 'Πολυβιταμίνες', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",21.9,13.8,2,5.0,0.37,3.8
Chewy Vites Adults Sweet Dreams 60 Ζελεδάκια,['Αϋπνία'],21.9,12.48,0,0.0,0.43,0.0
Doctor's Formulas Lactofer Iron Formula 30caps,"['Σίδηρος', 'Κόπωση & Κούραση', 'Αναιμία']",21.09,14.13,0,0.0,0.33,0.0
Doctor's Formulas Sedar 60caps,"['Αϋπνία', 'Βιταμίνες Κατάλληλες για Vegetarian']",26.37,17.67,1,4.0,0.33,2.8
Doctor's Formulas Tialac 60caps,['Γαστρεντερικό Σύστημα'],29.88,20.92,1,5.0,0.3,3.4
Doctor's Formulas Λιποσωμιακή Vitamin C 1000 mg 150ml,"['Βιταμίνη C - Κάψουλες', 'Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",36.91,25.1,1,5.0,0.32,3.4
Doctor's Formulas Λιποσωμιακή Φόρμουλα Vitamin B12 Συμπλήρωμα Διατροφής για Παραγωγή Ενέργειας σε Spray 30ml,"['Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Βιταμίνη Β12']",30.0,21.6,0,0.0,0.28,0.0
Epsilon Health Infacalm Oil Drops Ιατροτεχνολογικό Βοήθημα σε Πόσιμες Σταγόνες που Αντιμετωπίζει Κοιλιακές Διαταραχές 30ml,"['Γαστρεντερικό Σύστημα', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής']",7.72,7.33,0,0.0,0.05,0.0
Inalia Πακέτο Προσφοράς Age Delay Lifting Cream 50ml & Δώρο Vitamin E 400iu 20caps,"['Σετ Αντιγήρανσης και Σύσφιξης', 'Γέμισμα Ρυτίδων Προσώπου', 'Σύσφιξη Προσώπου', 'Δώρα για τη Γυναίκα', 'Βιταμίνη Ε', 'Καρδιά - Φλέβες - Αγγεία', 'Αντιγήρανση - Ομορφιά', 'Γονιμότητα', 'Πακέτα Δώρων', 'Καλλυντικά', 'Κρέμες Προσώπου', 'Προϊόντα Περιποίησης Προσώπου - Προσφορές', 'Pharm24 Bazaar']",44.5,13.35,0,0.0,0.7,0.0
Inalia Πακέτο Προσφοράς Instant Lifting & Hydrating Serum 30ml & Δώρο Vitamin E 400iu 20caps,"['Σετ Αντιγήρανσης και Σύσφιξης', 'Serum Ενυδάτωσης', 'Serum Σύσφιξης Προσώπου', 'Serum Αντιγήρανσης Προσώπου', 'Δώρα για τη Γυναίκα', 'Καρδιά - Φλέβες - Αγγεία', 'Αντιγήρανση - Ομορφιά', 'Γονιμότητα', 'Πακέτα Δώρων', 'Καλλυντικά', 'Προϊόντα Περιποίησης Προσώπου - Προσφορές', 'Pharm24 Bazaar']",43.5,13.05,0,0.0,0.7,0.0
Inofert HP 20 Sachets,"['Ινοσιτόλη', 'Γονιμότητα', 'Συμπληρώματα Διατροφής για την Γυναίκα']",23.2,20.88,5,4.8,0.1,4.88
Lamberts Artichoke Extract 8250mg 180tabs,"['Artichoke - Αγκινάρα', 'Προστασία Ήπατος', 'Γαστρεντερικό Σύστημα']",32.0,21.76,0,0.0,0.32,0.0
Lamberts BCAA (Branch Chain Amino Acids) 180caps,['Αμινοξέα'],44.97,30.59,0,0.0,0.32,0.0
Lamberts Calcium Pantothenate 500mg 60tabs,"['Ασβέστιο', 'Ανοσοποιητικό']",23.44,16.41,0,0.0,0.3,0.0
Lamberts Candaway 60tabs,"['Κανέλλα', 'Βιταμίνες Κατάλληλες για Vegan']",40.18,20.08,0,0.0,0.5,0.0
Lamberts Concentrated Pea Protein Powder 750g,"['Πρωτεϊνη', 'Ενέργεια', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",48.38,32.9,1,5.0,0.32,3.4
Lamberts Creatine 1000mg Sport Performance 250tabs,['Κρεατίνη'],35.81,24.35,0,0.0,0.32,0.0
Lamberts Curcumin Ultra 60 tabs,"['Κουρκουμάς', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan', 'Αντιφλεγμονώδη Συμπληρώματα', 'Πεπτικά Ένζυμα - Υγιές Πεπτικό']",74.15,51.16,0,0.0,0.31,0.0
Lamberts Echinacea 1000mg 60tabs,"['Εχινάκεια', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",30.0,20.39,3,5.0,0.32,4.2
Lamberts Glucosamine & Chondroitin tabs,['Οστά - Αρθρώσεις'],21.06,14.53,4,5.0,0.31,4.6
Lamberts L-Glutamine 500mg 90 caps,"['Αμινοξέα', 'Μνήμη - Εγκέφαλος', 'Γαστρεντερικό Σύστημα', 'Μαραθώνιος', 'Βιταμίνες Κατάλληλες για Vegan']",31.81,21.63,0,0.0,0.32,0.0
Lamberts L-Lysine 500mg 120tabs,"['Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",20.42,13.89,0,0.0,0.32,0.0
Lamberts L-Methionine 500mg 60caps,"['Αμινοξέα', 'Προστασία Ήπατος']",25.95,12.97,0,0.0,0.5,0.0
Lamberts L-Tyrosine 500mg 60tabs,"['Άγχος - Στρες', 'Μνήμη - Εγκέφαλος']",29.5,14.75,0,0.0,0.5,0.0
Lamberts Manganese(as citrate) 4mg 100tabs,"['Μαγγάνιο', 'Οστά - Αρθρώσεις', 'Βιταμίνες Κατάλληλες για Vegan']",15.07,6.02,1,5.0,0.6,3.4
Lamberts Natural Beta Carotene 15mg 90 caps,"['Βήτα Καροτένιο - Beta Carotene', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Μαλλιά']",28.09,19.66,0,0.0,0.3,0.0
Lamberts Peformance Creatine Powder 500g,"['Κρεατίνη', 'Βιταμίνες Κατάλληλες για Vegan']",38.75,26.35,0,0.0,0.32,0.0
Lamberts Performance Complete Gainer Powder 1816g - Vanilla,['Πρωτεϊνη'],88.66,59.4,2,5.0,0.33,3.8
Lamberts Pure Fish Oil 1100mg 180caps,"['Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Μνήμη - Εγκέφαλος', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Μουρουνέλαιο']",47.65,32.88,0,0.0,0.31,0.0
Lamberts St John’s Wort One-A-Day 120 tabs,"[""St. John's Wort - Βαλσαμόχορτο"", 'Κατάθλιψη', 'Βιταμίνες Κατάλληλες για Vegan']",45.2,24.86,2,5.0,0.45,3.8
Lamberts Zincatest Συμπλήρωμα Διατροφής Θειϊκού Ψευδάργυρου σε Υγρή Μορφή 100ml,"['Ψευδάργυρος', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Μαλλιά - Νύχια - Δέρμα', 'Γονιμότητα', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες για Τριχόπτωση']",18.7,13.09,0,0.0,0.3,0.0
Lanes Calm Life 24h Σύστημα Ημέρας & Νύχτας Συμπλήρωμα Διατροφής που Συμβάλλει στην Ηρεμία του Οργανισμού Όλο το 24ωρο 60Caps,"['Άγχος - Στρες', 'Αϋπνία']",19.99,13.99,1,5.0,0.3,3.4
Lanes Cholestade 30Tabs,['Χοληστερίνη - Τριγλυκερίδια'],14.9,10.13,0,0.0,0.32,0.0
Lanes Epax Omega-3 1200mg 30caps,"['Μνήμη - Εγκέφαλος', 'Καρδιά - Φλέβες - Αγγεία', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Ω-3 Λιπαρά Οξέα']",15.0,10.2,0,0.0,0.32,0.0
Lanes Liposomal Vitamin C 1000mg 10Vials x 10ml,"['Βιταμίνη C', 'Ανοσοποιητικό']",16.0,11.19,0,0.0,0.3,0.0
Lanes LiverAde 30Tabs,['Προστασία Ήπατος'],14.9,10.43,2,4.5,0.3,3.5
Lanes OsteoAde 30Tabs,"['Οστά - Αρθρώσεις', 'Γερά Δόντια', 'Μαραθώνιος', 'Βιταμίνες Κατάλληλες για Vegetarian']",10.9,7.41,0,0.0,0.32,0.0
Lanes VisionAde 30Veg.Caps,"['Βιταμίνες 50+', 'Τόνωση Οφθαλμών']",14.9,10.43,0,0.0,0.3,0.0
Lanes Vitamin C + Maracuja 1000mg 20 Effer.Tabs,"['Βιταμίνη C - Aναβράζον', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Γερά Δόντια']",7.9,5.29,1,5.0,0.33,3.4
Lanes Vitamin C 500mg & Zinc 20 Effer.Tabs,"['Βιταμίνη C - Aναβράζον', 'Βιταμίνη C', 'Ψευδάργυρος', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegetarian']",7.5,3.0,3,5.0,0.6,4.2
Lanes Vitamin D3 60Tabs,"['Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Γερά Δόντια']",10.9,7.63,1,5.0,0.3,3.4
Life Extension Silymarin 100mg Συμπλήρωμα Διατροφής που Συμβάλλει στην Καλή Λειτουργία του Συκωτιού 90veg.caps,['Προστασία Ήπατος'],47.45,34.17,0,0.0,0.28,0.0
Life Extension Vitamin C And Bio-Quercetin Phytosome 1000mg Συμπλήρωμα Διατροφής Βιταμίνη C με Φυτοσωμιακή Βιο-Κερσετίνη 60caps,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό']",35.01,26.25,1,5.0,0.25,3.4
"Medical Pharmaquality Octonionpon Συμπλήρωμα Διατροφής με 4 Φυσικά Συστατικά ,8 φακελίσκοι","['Κουρκουμάς', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Αντιφλεγμονώδη Συμπληρώματα']",12.16,6.08,2,5.0,0.5,3.8
Menarini Kaleidon 60 270mg Προβιοτικό Συμπλήρωμα Διατροφής το Οποίο Συμβάλλει στην Ισορροπία της Χλωρίδας του Εντέρου 20caps,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής', 'Σύνδρομο Ευερέθιστου Εντέρου']",13.31,6.65,2,5.0,0.5,3.8
"Menarini Kaleidon Hydro Προβιοτικό Συμπλήρωμα Διατροφής το Οποίο Συμβάλλει στην Ισορροπία της Χλωρίδας του Εντέρου 6sachets x 6,8g","['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής']",12.9,7.35,0,0.0,0.43,0.0
